x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,value,Timestamp
3,0,2,1,1,2,0,3,2,0,1,3,0,1,2,2,0,3,1,0,1,3,2,1,-0.7587821139643658,6739
1,2,2,1,3,1,0,2,1,2,0,0,3,1,2,0,3,1,1,2,3,1,1,2,-0.7155660025596378,6756
2,2,3,0,2,2,1,1,3,3,2,1,2,3,0,3,3,3,0,3,0,1,2,2,-0.43334418888444914,6772
3,2,1,2,0,2,2,1,3,3,3,3,0,1,3,1,2,0,1,1,0,2,1,2,-0.7813303662303759,6789
1,3,2,3,1,3,0,1,1,3,1,0,1,1,3,0,2,0,1,3,0,0,1,1,-0.8295944937221086,6806
0,0,0,0,2,3,1,3,2,2,0,1,1,3,0,2,3,1,1,1,3,1,3,0,-1.0218470791559582,6822
0,0,3,1,0,1,0,0,1,3,2,2,0,3,2,3,1,1,0,0,0,2,1,3,-1.1272110300988982,6837
2,2,3,0,1,0,3,0,1,0,1,2,3,0,2,0,3,3,2,3,2,0,1,3,-0.7587815691279653,6852
0,3,1,1,2,2,1,0,1,0,3,0,0,0,3,0,2,0,3,3,0,2,1,0,-1.1512708679530343,6867
3,0,0,1,0,3,2,3,2,3,2,2,1,3,2,0,2,0,2,0,1,1,1,1,-0.7001707049250323,6883
2,2,0,3,2,1,1,1,2,2,1,1,1,0,3,2,2,1,2,2,0,2,0,2,-0.4284679695754423,6900
0,2,1,1,1,0,3,3,1,3,2,1,1,3,3,3,0,2,2,3,1,0,0,1,-0.6688131629898338,6916
2,2,3,0,2,2,3,1,1,2,2,3,0,0,0,0,2,1,0,0,3,2,0,0,-0.7396255427475766,6931
3,3,0,0,2,0,2,1,0,3,3,3,3,2,3,1,1,2,0,2,3,0,1,1,-0.4284679695754423,6947
2,3,3,0,2,3,1,1,2,1,0,3,2,3,3,0,1,3,2,0,3,1,0,3,-0.7275957726536071,6963
2,1,2,3,2,2,1,1,3,0,2,0,1,3,0,0,2,1,3,0,3,3,2,3,-0.7984085399572326,6979
3,0,1,1,0,0,2,3,3,1,2,3,1,1,2,1,0,1,0,0,3,2,0,3,-0.7587815691279655,6995
0,3,0,0,3,3,0,0,0,3,2,3,1,1,1,1,2,3,3,3,2,3,0,3,-0.45252750976338096,7011
0,1,2,2,3,0,1,2,1,2,0,3,3,2,0,1,3,2,0,3,2,3,2,3,-0.45252750976338124,7027
3,0,3,1,3,2,2,1,2,0,3,2,3,0,0,3,2,3,1,3,1,2,1,3,-0.45252750976338124,7044
2,2,0,2,1,0,0,0,0,1,0,0,1,1,0,1,1,2,3,3,1,0,3,1,-0.7275957726536071,7058
3,1,0,2,0,0,2,2,2,2,0,0,2,2,0,0,3,2,1,2,1,0,0,2,-0.8348367887937699,7073
3,3,2,2,2,3,3,2,3,1,1,3,2,2,0,0,2,0,1,0,1,0,3,1,-1.0218470791559582,7089
1,0,2,1,3,0,0,2,3,3,1,0,3,0,2,3,3,2,3,1,2,0,2,2,-1.021847356422765,7106
0,2,3,1,3,3,0,2,3,0,1,3,2,1,3,0,0,3,2,1,3,3,0,1,-0.4284679695754423,7122
2,3,1,3,2,0,0,3,3,3,1,3,1,3,0,0,0,1,0,2,3,2,3,3,-0.7914259337504566,7139
3,3,0,3,2,2,0,1,2,0,3,0,0,3,1,2,2,3,2,0,2,3,3,0,-0.7275957726536071,7154
0,2,2,2,3,2,0,0,3,3,0,3,1,3,1,0,2,1,3,0,2,2,2,1,-0.7275957726536071,7170
0,1,2,3,1,1,2,3,0,1,1,0,3,0,3,2,3,0,1,1,0,0,1,1,-0.6808435080168074,7186
1,0,3,0,3,2,1,0,0,3,0,2,0,1,0,3,2,0,0,1,2,0,2,2,-0.6964094313428484,7201
2,1,0,1,2,0,1,3,0,3,1,0,0,2,0,1,3,2,2,0,0,2,3,0,-1.026723575731772,7216
2,3,3,1,2,2,1,3,2,3,0,2,3,0,1,3,3,2,3,2,1,3,0,1,-0.7155660025596375,7232
1,0,1,1,0,0,3,3,1,3,2,0,3,3,2,1,1,2,2,0,3,2,3,3,-0.4214856406354732,7249
3,0,3,3,0,2,2,0,1,2,1,2,0,2,2,1,2,3,1,2,2,3,0,3,-0.7001707049250323,7265
0,2,2,0,0,1,2,1,2,0,3,3,3,3,2,1,2,1,1,0,3,3,1,3,-1.0267235757317719,7281
1,3,3,2,2,3,2,2,0,1,2,3,1,3,1,1,2,2,2,1,2,0,2,3,-1.021847356422765,7298
0,0,2,0,2,1,1,2,1,1,3,2,0,0,2,3,1,2,1,2,2,3,0,2,-0.8172257850735102,7314
1,1,3,3,1,3,1,2,1,1,1,2,0,2,1,1,1,1,3,2,3,3,3,3,-0.7275957726536071,7332
3,1,2,0,0,0,0,2,2,0,0,0,0,2,0,3,3,1,1,0,3,1,2,3,-0.6932116417324016,7347
2,1,2,1,3,0,1,2,0,3,0,3,3,2,3,2,3,1,2,0,0,2,2,0,-0.6964094313428484,7363
1,2,2,0,3,1,2,3,1,2,0,0,0,2,2,2,1,0,0,3,1,0,3,2,-0.7155660025596375,7378
2,0,0,1,1,3,3,2,2,0,0,0,1,0,2,0,0,2,1,0,2,0,1,0,-1.615226466003281,7392
2,2,2,0,1,1,1,0,3,3,1,1,2,0,1,2,2,2,1,0,0,0,3,2,-0.7708113392219349,7407
3,1,1,1,2,0,1,2,1,2,0,0,2,0,2,1,3,0,3,2,0,2,2,3,-0.7743480372904068,7424
3,1,1,0,0,2,1,2,3,0,2,1,0,2,0,2,2,0,1,2,3,0,3,2,-0.7396255427475764,7439
0,1,0,3,0,0,0,1,3,1,1,1,3,0,1,2,0,1,2,0,3,2,1,3,-0.4284689320543292,7455
3,0,1,1,0,0,1,1,1,2,0,3,2,1,1,2,1,3,0,2,2,2,3,3,-0.7467517990339958,7471
3,2,0,2,0,0,1,3,0,2,3,3,2,0,1,1,3,0,0,2,0,3,3,2,-1.1272104339453404,7486
1,0,0,1,1,1,2,0,1,3,0,3,2,3,0,0,2,2,1,0,0,3,3,0,-1.0218470791559582,7501
0,0,2,2,2,1,2,2,3,1,2,1,3,0,0,0,2,3,2,3,3,2,0,3,-1.0218470791559582,7517
2,3,2,0,1,3,0,1,2,0,1,1,0,1,2,3,3,2,0,2,1,2,2,3,-0.7275957726536071,7532
3,2,1,2,2,3,0,0,2,1,3,3,2,1,3,2,2,1,1,1,1,0,1,3,-0.7275957726536071,7549
0,1,1,0,1,1,1,3,2,1,0,1,2,0,3,0,0,0,1,2,2,3,1,3,-0.8053911461640086,7565
1,3,0,1,1,0,2,3,0,3,0,0,3,2,3,0,3,1,0,3,3,3,0,2,-0.7587815691279653,7580
2,0,1,0,1,0,2,1,2,1,0,2,0,3,2,3,3,3,3,1,3,0,3,0,-0.7275957726536071,7596
0,3,0,0,1,3,2,3,1,0,0,1,2,3,1,1,1,3,0,1,0,3,3,0,-0.7813309623839337,7611
2,0,2,2,1,2,3,0,0,1,1,1,3,3,0,2,3,1,0,0,2,0,2,3,-0.6964094313428484,7626
0,0,0,2,1,0,1,2,3,1,0,1,3,3,0,0,1,0,0,1,0,2,0,2,-1.0218470791559582,7641
3,2,2,0,0,2,3,1,2,3,0,0,1,2,0,1,2,3,3,3,2,0,1,1,-0.7001707049250323,7657
0,1,0,1,3,0,2,3,0,3,2,1,2,0,0,3,2,0,3,2,1,3,1,2,-0.42846828846219326,7672
2,2,0,0,0,2,0,2,2,2,3,3,1,0,2,2,1,3,0,2,0,3,2,1,-0.6964094313428484,7687
1,3,2,3,3,2,3,0,0,1,1,0,3,1,0,2,2,3,2,1,0,2,3,3,-0.42846824684224916,7704
3,0,3,3,3,2,1,1,1,3,0,2,1,0,0,3,1,0,3,0,2,0,3,2,-0.3709725959357325,7720
2,2,0,2,3,2,3,0,0,1,2,2,3,2,3,1,0,1,2,3,3,1,2,2,-0.4284679695754423,7736
2,0,0,1,2,3,0,2,1,1,1,0,1,0,3,3,0,1,0,2,0,2,3,3,-0.6376269789695929,7752
1,3,2,1,3,0,3,1,0,0,0,1,0,3,1,1,2,3,2,0,2,2,3,2,-0.4335116079278873,7767
1,2,3,3,1,0,3,0,0,2,2,1,3,0,3,0,3,3,0,1,0,3,3,2,-0.6377988860266663,7783
1,3,0,3,0,0,1,3,3,3,2,0,2,3,0,1,2,1,1,3,0,2,1,3,-0.4958848867029625,7800
3,2,0,1,0,2,1,0,1,3,1,1,1,1,3,3,0,2,3,2,1,3,2,0,-1.0218470791559582,7816
2,0,2,2,3,1,1,1,3,2,2,0,0,1,0,1,2,0,1,0,3,1,3,0,-0.7743477600236,7831
3,3,3,2,0,0,1,3,1,0,1,3,3,2,2,2,1,2,3,2,3,0,0,0,-0.7275963174900074,7847
1,3,2,3,1,0,1,2,0,0,0,0,1,3,2,3,1,1,0,3,0,2,0,3,-0.6843802060852794,7863
2,2,2,0,0,2,1,0,3,1,2,0,2,0,2,2,0,0,0,1,0,2,3,1,-0.6689843636142736,7877
0,2,1,2,3,2,3,1,1,2,3,2,1,3,3,3,2,0,1,0,0,3,0,3,-0.43334418888444914,7893
3,2,1,2,0,2,0,1,3,2,1,0,1,0,3,1,2,2,1,2,1,1,2,2,-1.0267235757317719,7909
2,3,0,0,2,0,1,1,2,3,2,3,1,3,0,3,1,3,2,2,2,0,2,2,-0.6255972088756233,7925
1,3,0,3,2,3,2,3,2,0,0,1,3,0,0,0,3,3,0,0,1,2,1,0,-0.7672227434828742,7941
1,1,1,0,0,3,1,3,2,3,0,2,3,1,2,3,2,1,0,0,1,0,2,0,-0.6964099761792488,7956
1,2,3,3,1,2,3,0,3,1,1,3,2,0,1,3,0,3,1,3,0,2,1,1,-1.021847356422765,7974
2,1,3,3,1,0,3,1,1,1,2,1,3,0,1,3,3,0,3,0,2,3,2,2,-0.06828022535754844,7991
1,1,1,2,2,3,2,2,0,2,3,0,3,0,2,0,3,0,1,3,2,0,0,1,-0.6843796612488791,8007
1,2,3,1,3,2,0,2,1,0,1,0,0,1,0,2,1,1,2,0,2,0,1,1,-0.7862071816929406,8023
0,0,1,0,1,1,2,1,3,0,1,1,3,0,1,2,3,3,0,1,0,3,2,0,-0.7396255427475764,8038
3,1,3,2,0,2,3,2,3,2,1,3,2,1,3,3,2,1,3,0,0,1,2,1,-0.7275957726536071,8055
1,0,0,1,1,0,1,1,0,2,3,1,2,0,0,1,2,2,2,3,1,2,1,0,-0.7984085399572325,8071
2,0,2,3,2,2,1,3,3,0,1,2,1,1,2,0,1,1,0,1,0,3,0,2,-0.7275957726536071,8087
2,3,3,2,1,3,2,1,2,3,2,1,1,0,1,2,3,1,2,1,3,3,0,1,-0.6808435080168074,8104
2,2,0,1,0,2,0,2,1,3,1,2,1,3,0,1,3,1,2,1,3,3,3,0,-0.6964099761792488,8120
1,3,1,3,0,3,3,3,0,1,1,2,0,1,2,2,0,1,3,1,0,1,2,1,-0.7275957726536071,8138
1,3,1,3,3,0,0,3,0,2,1,3,0,1,1,2,2,2,0,0,2,3,3,2,-1.0218470791559582,8154
0,2,2,1,1,2,0,0,2,2,1,0,3,2,1,2,0,3,3,2,3,3,2,0,-0.4284679695754423,8170
3,2,2,1,0,2,2,0,3,2,0,0,0,1,3,0,0,1,3,0,2,3,3,3,-0.7275957726536071,8186
2,3,1,3,2,0,1,3,1,1,0,1,0,2,0,3,0,0,2,2,2,0,2,1,-0.7396255427475764,8201
3,2,0,1,2,2,3,3,0,2,3,3,1,0,3,3,1,2,0,2,2,2,3,2,-0.3711395214599277,8217
1,3,2,3,3,0,2,3,0,2,0,1,2,2,3,3,1,0,0,3,1,1,0,2,-0.3709717835297386,8233
1,2,2,1,3,1,3,0,3,2,2,1,0,3,3,3,0,1,3,0,1,2,0,1,-1.1512708679530343,8249
0,3,3,3,2,1,2,2,1,0,3,3,3,3,2,1,1,1,1,0,1,2,0,3,-0.4452032916670388,8266
0,1,0,1,2,0,0,1,0,0,2,2,2,3,3,3,2,3,0,0,0,3,0,0,-0.7860394021428074,9285
2,3,2,0,0,0,0,1,1,2,0,1,2,3,3,0,2,3,3,1,3,2,0,0,-0.7984085399572327,10318
0,1,0,1,2,0,0,2,2,1,1,2,2,0,3,2,2,2,0,1,0,3,0,2,-1.7386880987803852,11352
0,2,3,3,0,0,0,0,1,1,0,0,0,0,3,2,2,0,3,0,1,3,0,0,-0.7587821139643658,12385
0,1,0,1,2,0,0,2,2,1,1,2,2,0,3,2,2,2,2,1,0,3,0,1,-0.7860394853826957,13387
3,3,0,0,2,0,0,2,2,1,0,2,3,0,3,2,3,3,0,1,0,3,0,2,-0.6377988860266663,14403
1,2,0,1,3,1,1,0,2,3,1,1,3,3,0,2,0,0,3,1,3,1,3,3,-0.3709725959357325,14540
0,1,0,1,0,0,0,1,2,0,0,1,2,0,3,2,2,2,0,0,0,3,0,1,-0.7860394437627516,15523
0,1,0,1,2,0,0,2,2,2,1,2,2,0,3,2,2,2,0,1,0,3,0,1,-1.2623637920815405,16581
0,2,0,1,2,0,0,2,2,1,1,2,2,0,3,2,2,0,0,1,0,3,2,2,-1.2623637920815405,17633
2,2,0,1,2,2,0,3,3,3,1,0,0,1,2,3,3,0,3,1,3,2,2,0,-1.615226466003281,18658
2,0,0,1,3,2,0,0,3,3,0,0,0,3,3,2,3,0,2,1,3,3,1,0,-1.0218470791559582,19664
3,2,0,2,2,1,0,3,3,0,1,1,0,1,2,3,2,0,3,2,3,3,3,0,-0.6843802060852794,20687
2,2,2,3,1,0,0,0,0,2,0,1,1,1,3,2,2,0,3,2,3,3,1,0,-1.4971512815939376,21685
3,0,0,1,1,1,0,2,0,0,0,0,2,2,3,2,0,0,3,1,3,3,1,0,-0.7984085399572325,22708
1,2,1,1,2,3,0,1,2,2,1,0,0,0,2,3,3,0,3,3,3,2,3,0,-0.08031405429932648,23780
1,0,0,2,1,0,0,3,3,1,0,3,2,2,3,2,2,1,0,3,3,3,0,2,-0.433344466151256,24821
2,2,0,1,2,3,0,3,3,3,1,0,0,0,2,3,3,0,3,1,3,2,2,0,-1.7386880987803852,25767
2,2,0,0,2,1,0,0,3,3,0,0,0,0,2,3,1,0,3,1,2,2,2,0,-0.7860399885991518,26809
2,2,3,0,2,2,0,2,3,0,2,0,0,0,2,3,2,0,3,2,3,2,1,0,-0.09234061774529834,27830
2,2,0,1,2,2,0,2,3,3,1,0,0,0,2,3,3,0,3,1,3,2,2,0,-0.9047925951610379,28892
2,2,0,1,2,3,0,3,3,3,1,0,0,0,2,3,3,0,3,1,3,2,3,0,-1.7386880987803852,29938
2,2,0,1,2,3,0,3,3,3,1,0,0,0,2,3,3,0,3,1,3,2,2,1,-1.7386880987803852,30930
0,1,0,3,2,3,0,3,3,3,1,0,3,0,2,2,3,0,3,3,3,3,0,1,-0.7275957726536071,31975
2,2,0,1,2,3,0,3,3,0,1,0,0,0,2,3,3,0,3,1,3,2,3,0,-1.615226466003281,33027
2,3,0,0,2,3,0,3,3,2,1,0,0,0,2,0,3,0,1,0,3,2,0,0,-0.6964099761792488,34071
0,3,2,0,0,0,2,3,2,1,1,2,2,2,3,0,0,2,2,0,2,0,0,2,-0.7860390562168688,34202
2,2,0,1,2,2,0,3,3,3,1,2,0,0,2,3,3,0,3,1,3,2,3,0,-1.7386880987803852,35221
2,2,0,1,2,3,0,3,1,3,0,1,3,0,3,0,3,0,2,0,2,3,3,1,-0.6843802060852793,36324
2,2,0,1,2,2,0,3,3,3,1,2,0,0,2,3,3,0,3,1,3,0,3,0,-1.7386880987803852,37332
0,1,0,3,2,3,0,3,3,3,0,3,0,0,2,3,3,1,3,1,0,2,1,3,-0.7743483145572136,38337
2,2,0,1,2,3,0,3,3,3,2,2,0,0,2,3,3,0,3,0,3,2,2,0,-0.6450925613565237,39425
0,2,0,1,2,0,0,3,0,3,1,2,0,0,2,3,3,1,3,1,3,1,3,0,-1.7333016504126242,40469
2,0,0,0,2,2,0,3,3,0,0,2,0,0,1,3,0,0,3,1,3,2,3,1,-0.43334418888444914,41515
1,2,0,2,1,3,0,3,1,3,1,0,1,0,2,3,3,0,3,1,3,2,3,0,-1.021847356422765,42585
1,0,0,1,2,0,0,3,3,3,1,2,0,0,0,3,3,1,3,1,3,1,3,0,-1.4917648332261766,43646
1,3,1,2,3,3,1,0,2,1,1,0,3,1,0,1,3,2,1,0,1,0,0,0,-0.7275957726536071,43782
0,0,1,3,0,3,3,0,0,3,2,2,1,1,0,3,1,1,0,1,3,1,1,1,-0.7743480372904068,43918
1,2,0,0,2,1,0,3,0,3,1,0,0,0,3,3,3,0,3,2,3,0,0,1,-0.6689843636142736,45053
2,2,0,1,2,2,0,3,0,3,1,2,0,0,2,3,3,0,1,1,3,0,3,0,-0.42846769230863546,46106
2,2,0,1,2,2,0,3,3,3,1,0,0,0,2,3,3,0,3,1,3,0,2,1,-1.7386880987803852,47130
0,2,0,1,2,2,0,3,1,3,1,0,0,0,2,3,3,0,3,1,3,0,2,1,-1.4917648332261766,48141
2,2,0,1,2,3,0,3,3,2,1,1,0,0,2,3,3,0,3,1,3,2,2,1,-1.615226466003281,49182
2,2,0,1,2,2,0,3,2,3,1,1,0,0,2,3,3,0,3,1,3,2,3,1,-1.615226466003281,50184
2,1,0,0,0,0,0,3,0,3,1,3,0,3,2,3,3,2,3,0,3,3,3,0,-0.7396255427475764,51240
1,2,2,1,3,0,0,2,0,3,2,0,2,2,2,0,0,0,0,3,2,2,2,1,-0.4455454368696653,51379
2,2,0,1,2,2,0,3,3,3,1,2,0,0,2,3,3,0,3,1,3,0,3,2,-1.7386880987803852,52394
2,2,0,1,2,3,0,3,3,3,1,2,0,1,2,3,3,0,3,1,3,0,3,3,-1.615226466003281,53435
2,2,0,1,2,2,0,3,0,3,1,0,0,0,2,3,3,1,3,1,3,0,3,2,-1.4971512815939376,54460
2,2,0,1,2,2,0,3,3,3,1,2,0,0,2,3,0,0,3,1,3,2,3,0,-1.615226466003281,55479
2,2,0,1,2,2,0,3,3,3,1,2,0,0,2,3,3,0,3,1,3,0,2,3,-1.7386880987803852,56491
2,2,0,1,2,2,0,3,3,3,0,2,0,0,2,3,3,0,3,1,3,0,2,0,-0.9047919990074802,57540
0,2,0,1,2,2,0,3,3,3,1,2,0,0,2,2,3,0,3,1,3,0,2,1,-0.904792595161038,58575
2,2,0,1,2,2,0,3,3,3,1,2,1,0,3,3,3,0,3,1,3,0,2,2,-1.0218470791559582,59586
2,2,0,2,2,2,0,3,3,3,1,2,0,0,2,3,3,0,3,1,3,0,2,0,-0.904792595161038,60593
2,2,0,1,2,2,0,3,3,3,1,0,0,0,1,3,3,0,3,1,3,2,2,1,-0.9047919990074802,61605
2,2,0,1,2,2,0,3,3,3,1,3,0,0,2,3,2,0,3,1,3,0,0,2,-1.615226466003281,62622
2,2,0,1,2,3,0,3,3,3,1,0,0,0,2,3,3,3,3,1,3,3,2,0,-1.9748388135250106,63611
1,3,2,1,0,0,1,0,0,2,0,3,2,0,3,1,3,2,1,2,3,2,1,0,-0.8484117388383862,63750
2,2,0,1,2,3,0,3,3,3,1,0,0,2,2,3,3,3,3,1,3,3,2,0,-1.4917651791521152,64783
2,2,3,1,2,3,0,3,3,3,1,0,0,0,3,3,3,3,3,1,3,3,2,0,-0.904792595161038,65842
2,2,0,0,2,3,0,3,3,3,1,0,0,0,2,3,3,2,3,1,3,3,2,0,-0.9047925951610379,66905
2,2,0,1,2,2,0,3,3,3,1,0,0,0,2,3,3,3,3,2,3,3,2,0,-1.7386880987803852,67984
2,0,0,1,2,3,0,3,3,3,1,0,0,0,2,3,3,3,3,1,3,3,2,0,-1.4917644873002378,69042
2,2,0,1,2,3,0,3,3,3,1,0,0,0,2,3,3,3,3,1,0,3,2,0,-1.9748388135250106,70143
2,2,0,1,2,3,0,3,3,3,1,0,0,0,2,3,3,3,3,1,0,3,0,0,-1.9748388135250106,71238
2,2,0,1,2,0,0,3,3,3,1,1,0,0,2,3,3,3,3,1,0,3,0,0,-1.9748388135250106,72320
2,2,0,1,2,0,0,3,0,3,1,1,0,0,2,3,3,3,3,1,0,3,0,0,-1.7333016504126242,73359
2,0,0,1,1,1,0,3,2,1,1,0,0,2,2,3,3,3,3,2,0,3,3,0,-0.7813303662303759,74426
2,2,0,1,2,3,0,3,3,3,2,0,0,0,2,3,3,3,3,1,0,3,0,0,-1.0469279633504562,75498
2,2,0,1,2,3,0,3,3,2,1,0,0,0,2,3,3,3,3,1,0,3,3,0,-1.733301996338563,76582
2,2,0,1,2,1,0,3,3,3,1,0,0,0,2,3,3,3,3,1,0,3,0,0,-1.9748388135250106,77645
2,2,0,1,3,3,3,3,3,3,1,1,0,0,2,3,3,3,3,1,0,0,0,3,-1.9748388135250106,78724
1,3,0,1,3,3,1,3,0,3,1,0,0,0,2,3,3,2,3,3,0,0,2,3,-0.433344466151256,79837
2,2,0,1,3,0,3,3,3,3,1,1,0,0,2,3,3,3,3,1,0,0,0,3,-1.9748388135250106,80878
3,2,0,1,3,2,3,3,3,3,1,0,0,0,2,3,3,3,3,1,1,2,0,0,-1.7386880987803852,81961
1,2,0,1,2,3,1,3,3,3,1,0,0,0,2,3,0,3,3,1,0,3,0,0,-1.615226466003281,83067
2,3,0,1,2,3,0,3,3,3,1,1,0,0,2,3,3,3,3,1,0,3,2,0,-1.7333016504126242,84129
2,2,0,1,3,1,2,3,3,3,1,0,0,1,3,3,3,3,3,0,0,0,2,3,-1.021847356422765,85251
2,0,0,1,3,3,3,3,3,3,1,1,0,0,2,3,2,3,3,1,0,2,0,3,-0.7572695862967433,86302
2,1,0,1,2,3,0,3,3,3,1,3,0,0,2,3,3,3,3,2,0,0,0,3,-1.615226466003281,87401
2,2,0,1,3,3,0,3,3,3,1,1,1,0,2,3,3,3,3,1,0,3,0,3,-1.7333016504126242,88465
2,2,0,1,3,1,3,3,3,3,1,1,0,0,2,3,3,3,3,2,0,0,0,3,-1.7386880987803852,89519
2,2,0,1,2,0,1,1,3,0,1,1,0,0,1,3,3,3,3,1,0,0,0,3,-0.7743483145572136,90585
2,2,0,1,2,3,1,3,3,3,1,0,0,0,2,3,3,3,3,1,0,3,2,0,-1.9748388135250106,91670
2,2,0,1,3,3,3,3,2,3,1,0,0,0,2,3,3,3,3,1,0,0,0,3,-1.7333016504126242,92711
2,2,0,1,2,3,1,3,3,1,1,0,0,0,2,3,3,3,3,1,0,3,0,0,-1.4917651791521152,93767
2,2,0,1,0,3,1,3,3,3,1,0,0,0,2,3,3,3,3,1,0,3,2,0,-1.9748388135250106,94817
0,2,0,1,0,3,3,3,3,3,1,1,0,0,2,3,3,3,3,1,0,0,0,3,-1.5025373840357599,95838
2,2,0,1,2,0,0,3,3,3,1,1,0,0,2,3,3,3,3,3,1,3,0,0,-1.5025373840357599,96885
2,2,0,0,0,3,1,3,3,3,1,0,0,0,2,3,3,3,3,1,0,3,1,0,-0.9988079417162452,97979
2,2,0,1,0,3,1,3,3,3,1,0,0,0,2,3,3,3,3,1,0,3,1,0,-1.9748388135250106,99064
2,2,0,1,2,3,0,3,3,3,1,0,0,0,2,3,3,3,3,0,0,3,0,0,-1.7386880987803852,100130
2,2,3,0,3,2,1,3,3,3,3,0,0,3,3,3,2,3,1,3,0,1,3,2,-0.7587821139643658,100279
2,2,0,1,0,3,1,3,3,3,1,0,0,0,2,3,3,2,3,1,0,3,2,0,-1.7386880987803852,101351
2,2,0,1,2,0,2,3,3,3,1,0,0,0,2,3,2,3,3,1,0,3,2,0,-1.7333016504126242,102398
2,3,0,1,3,0,3,3,3,3,1,2,0,0,2,3,3,0,3,1,0,0,0,3,-1.2623637920815405,103430
2,2,0,2,0,3,1,3,3,3,1,0,0,0,2,3,3,3,3,1,0,3,2,0,-0.9988079417162452,104510
2,2,0,1,0,0,0,3,3,3,1,1,0,0,2,3,3,3,3,0,0,3,0,3,-1.7386880987803852,105558
0,2,0,1,3,0,3,3,3,3,1,3,0,0,2,3,3,3,3,1,0,0,0,3,-1.5025373840357599,106591
2,2,0,1,0,3,1,3,3,3,1,0,1,0,2,3,3,3,3,1,1,3,2,0,-1.7333016504126242,107627
2,3,0,1,0,0,1,3,3,3,1,0,0,0,2,3,3,3,3,2,0,3,1,0,-1.615226466003281,108685
2,2,0,1,3,0,3,3,3,3,1,1,1,0,2,3,3,3,3,1,0,0,0,3,-1.7333016504126242,109724
2,2,0,1,2,3,0,3,3,3,0,0,0,0,2,3,3,3,3,1,0,3,2,0,-1.0469279633504562,110744
