x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,value,Timestamp
0,0,0,0,0,0,0,0,0,0,0,0,-1.0661086493179344,58
2,3,3,1,2,0,2,2,3,0,1,0,-0.5400662794919292,67
2,2,0,0,2,2,2,3,1,3,0,1,-0.5400662794919292,76
3,2,3,2,0,1,3,2,2,3,0,1,-0.5310513494337629,85
0,1,2,2,2,0,1,1,3,0,3,0,-0.5400662794919292,93
1,1,1,0,0,3,3,3,2,3,1,3,-0.7368568629773994,103
1,3,2,0,2,2,3,0,3,3,1,1,-0.8075949294340151,112
0,0,1,3,3,3,0,2,1,1,0,3,-0.5490812095500958,121
3,2,2,3,0,2,1,2,3,2,0,2,-0.2725376295498433,130
0,2,1,3,3,2,1,2,2,0,3,1,-0.5490812095500955,139
3,1,3,1,0,1,1,0,1,1,1,0,-0.5400662794919292,149
3,3,3,0,1,1,2,1,3,1,1,3,-0.5400662794919292,159
2,3,1,0,3,0,1,0,1,2,3,2,-0.7368568629773994,167
2,0,3,2,3,2,3,1,3,3,1,1,-0.5400662794919292,177
2,0,1,3,1,3,2,0,0,0,2,0,-0.343275696006459,185
3,0,3,0,3,1,0,3,0,2,2,3,-0.7368568629773994,194
3,1,2,1,3,0,2,1,1,0,1,3,-0.27253762954984356,203
0,2,1,1,0,3,1,0,1,3,1,3,-0.2725376295498433,212
2,1,1,1,2,2,3,1,1,2,1,0,-0.5400662794919292,221
1,2,3,2,3,3,1,2,2,2,2,2,-0.5400662794919292,231
3,2,2,3,0,1,0,0,1,2,1,1,-0.7458717930355657,240
2,1,2,0,3,3,3,2,3,2,1,2,-0.7368568629773994,250
3,1,3,3,0,2,3,1,3,0,1,3,-0.5400662794919292,259
0,3,2,1,3,1,2,2,3,1,1,0,-0.7458717930355657,268
2,2,1,1,0,3,3,2,3,3,3,3,-0.2725376295498433,278
1,3,0,0,2,3,0,3,0,3,3,2,-0.5400662794919292,287
2,3,3,0,1,3,2,2,3,3,1,3,-0.3342607659482927,296
2,2,2,1,1,1,2,3,0,3,1,2,-0.343275696006459,306
2,1,3,0,2,1,2,0,1,3,1,3,-0.5400662794919292,315
2,1,2,1,3,0,2,2,3,1,0,2,-0.5310513494337629,325
2,2,0,3,1,0,0,0,3,1,3,0,-0.5310513494337629,333
0,0,0,3,3,1,1,0,0,2,1,2,-0.7368568629773994,341
0,3,3,0,2,2,1,3,3,3,2,0,-0.5400662794919292,350
1,1,0,0,3,3,0,2,3,2,1,3,-0.8075949294340151,359
2,3,2,1,3,1,2,1,0,0,2,1,-0.5400662794919292,368
2,2,2,3,0,0,0,0,0,2,1,2,-0.5490812095500958,376
0,2,3,1,2,2,2,2,0,1,0,2,-0.27253762954984356,385
2,3,0,0,1,1,3,1,2,2,2,1,-0.35229062606462536,394
1,3,1,2,2,1,3,2,1,1,0,0,-0.727841932919233,403
0,2,2,1,2,3,2,3,0,3,1,1,-0.27253762954984356,412
0,3,2,2,2,2,0,0,3,2,2,0,-0.343275696006459,421
1,0,0,0,3,3,3,2,1,3,3,0,-0.343275696006459,430
2,1,1,2,3,1,2,3,2,2,3,0,-0.5490812095500955,439
1,3,1,3,1,2,1,0,1,1,0,3,-0.27253762954984356,449
1,0,1,1,3,1,2,1,2,3,2,0,-0.5310513494337629,458
1,0,2,1,2,1,3,3,3,1,2,0,-0.8075949294340148,467
0,3,0,0,0,1,3,2,1,2,0,3,-0.8075949294340151,476
3,2,1,1,3,0,3,1,0,3,2,3,-0.35229062606462536,485
2,0,1,2,3,2,3,1,1,3,3,3,-0.5400662794919292,496
0,0,0,2,3,1,3,0,2,2,1,3,-0.5400662794919292,505
3,1,2,2,2,1,1,0,1,0,3,2,-0.343275696006459,514
3,1,2,0,2,1,3,0,1,2,0,1,-0.5400662794919292,523
1,1,1,0,1,1,2,1,3,0,1,1,-0.5400662794919292,533
3,1,1,3,0,0,3,2,2,2,0,2,-0.5400662794919292,542
1,3,1,2,1,1,2,3,3,2,1,2,-0.7368568629773994,552
2,0,2,1,0,3,1,0,3,2,0,2,-0.343275696006459,560
1,3,3,2,2,1,2,1,0,2,0,0,-0.5490812095500955,569
2,3,3,2,2,0,1,1,3,2,0,2,-0.5400662794919292,578
0,2,1,1,3,3,0,0,0,3,2,0,-0.2725376295498433,586
3,1,0,1,0,3,3,2,3,0,1,1,-0.27253762954984356,595
2,1,0,3,2,1,2,0,2,0,2,3,-0.27253762954984356,604
3,2,0,0,0,3,3,3,3,2,2,1,-0.27253762954984356,612
0,3,2,2,3,2,0,3,0,1,1,1,-0.5400662794919292,621
2,3,3,3,2,0,1,3,1,2,2,0,-0.7368568629773994,630
1,3,1,2,3,1,3,1,1,2,2,2,-0.5400662794919292,640
1,2,2,0,1,1,3,0,1,0,0,0,-0.8075949294340151,649
2,2,3,3,1,2,0,0,2,2,2,1,-0.5490812095500955,657
0,2,2,3,1,3,0,0,1,0,0,0,-0.8075949294340148,665
0,1,1,2,0,0,3,0,0,1,1,1,-1.0661086493179344,674
0,1,1,1,0,2,1,3,1,1,0,1,-0.8075949294340151,683
1,2,1,2,0,0,3,2,1,1,1,1,-0.8075949294340148,692
2,2,0,0,3,1,3,1,2,2,1,3,-0.5400662794919292,701
2,1,1,1,2,1,3,3,3,3,0,3,-0.8075949294340151,710
0,3,2,1,0,0,0,0,1,3,2,2,-0.5400662794919292,718
2,3,1,3,3,1,0,2,0,2,0,2,-0.7368568629773994,727
1,0,3,1,3,2,1,2,3,2,1,1,-0.8075949294340148,737
2,0,2,1,0,1,1,2,1,2,2,1,-0.5400662794919292,746
3,3,3,0,0,3,1,1,3,0,0,0,-0.5400662794919292,754
2,2,0,2,1,2,0,2,3,3,0,2,-0.7458717930355657,763
0,2,0,3,2,1,3,0,1,1,3,3,-0.2725376295498433,771
0,3,2,1,2,1,0,3,3,1,0,2,-0.2725376295498433,780
0,0,1,2,3,2,3,2,3,0,0,0,-0.5400662794919292,788
3,3,0,3,3,1,2,1,0,2,2,1,-0.8075949294340151,797
1,3,3,3,2,3,3,2,1,3,1,1,-0.7368568629773994,807
0,0,3,3,1,3,1,1,1,0,3,3,-0.5310513494337629,816
1,0,2,1,3,0,3,2,3,1,1,1,-0.5400662794919292,826
1,1,0,2,3,3,0,1,0,1,1,0,-0.27253762954984356,834
3,0,1,1,1,0,3,2,0,1,0,0,-0.5400662794919292,843
1,1,1,1,1,3,3,1,2,0,2,1,-0.5400662794919292,852
2,1,1,3,1,1,3,2,0,0,2,2,-0.5400662794919292,861
3,3,1,3,3,2,3,2,2,1,2,3,-0.5400662794919292,871
2,0,2,2,3,3,0,1,1,3,2,0,-0.5490812095500955,880
1,2,0,2,0,3,1,1,0,3,3,1,-0.5400662794919292,889
1,3,0,1,1,2,0,1,1,0,0,0,-0.8075949294340148,897
3,0,2,1,1,0,0,1,1,1,3,0,-0.5400662794919292,906
1,1,2,0,0,0,2,2,0,2,1,3,-0.5400662794919292,914
1,2,3,2,2,0,2,0,0,2,0,0,-0.2725376295498433,922
2,1,0,2,1,1,2,1,2,2,1,1,-0.35229062606462536,931
0,2,3,3,3,0,3,1,3,1,1,3,-0.5400662794919292,940
3,3,0,2,3,0,0,0,3,0,2,3,-0.5400662794919292,949
3,1,3,1,1,1,1,2,2,0,3,2,-0.5400662794919292,958
2,1,3,2,0,3,1,0,0,3,2,0,-0.27253762954984356,967
1,2,2,1,1,3,0,0,2,2,1,3,-0.8075949294340151,976
2,1,2,0,2,3,1,2,3,3,0,1,-0.5400662794919292,985
3,0,3,0,1,0,3,3,1,2,0,2,-0.343275696006459,993
0,3,1,3,0,3,1,2,3,0,0,2,-0.5400662794919292,1002
3,2,3,0,1,1,0,3,2,0,2,0,-0.5400662794919292,1010
2,1,0,1,2,3,2,2,2,0,0,0,-0.27253762954984356,1019
2,0,1,1,0,3,0,0,1,2,3,2,-0.5400662794919292,1027
3,0,3,0,0,2,2,1,1,0,0,0,0.004005950450408635,1035
1,2,3,2,2,3,0,3,0,1,3,1,-0.5400662794919292,1044
2,3,0,3,2,2,2,3,3,1,3,0,-0.2725376295498433,1053
2,1,1,3,2,1,2,0,2,3,0,1,-0.27253762954984356,1062
3,0,0,2,2,0,1,0,0,3,2,1,-0.5400662794919292,1070
0,2,3,2,0,0,1,1,2,1,2,3,-0.27253762954984356,1078
3,1,0,1,1,0,2,2,1,1,1,2,-0.343275696006459,1088
3,3,1,0,2,3,2,3,3,1,3,1,-0.5400662794919292,1097
2,2,1,3,3,1,1,1,2,1,3,1,-0.5400662794919292,1107
0,3,2,2,3,1,3,1,1,1,2,0,-0.343275696006459,1117
2,0,0,2,1,2,3,2,0,0,3,2,-0.3342607659482927,1125
2,1,1,0,3,3,3,0,2,1,0,0,-0.5400662794919292,1133
3,0,0,3,0,1,2,2,2,1,0,2,-0.3342607659482927,1142
2,1,0,0,0,0,0,0,0,2,0,0,-0.27253762954984356,1149
3,1,2,1,1,3,0,2,0,1,2,2,-0.5400662794919292,1158
1,2,1,2,0,0,2,2,2,2,1,2,-0.8075949294340151,1167
2,1,2,2,3,1,1,1,3,1,0,3,-0.5400662794919292,1176
1,2,1,1,1,1,2,0,1,2,0,3,-0.8075949294340148,1186
0,3,2,1,0,0,1,0,3,0,2,1,-0.7368568629773994,1194
0,3,0,1,0,3,3,1,3,1,2,2,-0.8075949294340151,1203
0,1,0,2,0,2,0,3,3,1,1,0,-0.5400662794919292,1211
3,1,1,2,1,3,0,1,0,1,2,0,-0.5400662794919292,1220
0,3,3,0,1,0,3,1,1,0,1,1,-0.5310513494337629,1229
1,2,1,1,1,0,2,1,3,2,3,3,-0.7458717930355657,1238
3,3,0,2,1,2,0,0,3,3,3,2,-0.2725376295498433,1247
0,2,0,3,3,1,2,2,3,3,0,3,0.004005950450408635,1256
0,0,2,0,0,1,1,3,3,2,0,1,-0.343275696006459,1264
0,3,0,0,2,0,0,0,3,3,3,1,-0.2725376295498433,1272
1,2,3,3,1,1,1,2,0,3,2,0,-0.5400662794919292,1281
0,1,0,1,1,1,0,2,0,3,1,3,-0.5400662794919292,1290
1,0,0,0,1,0,3,3,2,2,2,0,-0.5400662794919292,1298
3,1,0,0,2,3,2,3,2,3,3,2,-0.5400662794919292,1307
0,1,0,2,1,3,0,1,2,1,0,0,-0.5400662794919292,1316
3,2,2,0,2,2,3,2,2,2,3,2,-0.8075949294340151,1325
1,2,0,3,3,2,1,1,3,2,3,2,-0.8075949294340148,1334
1,0,1,0,2,3,0,0,2,3,2,1,-0.3342607659482927,1343
1,0,2,3,0,2,2,0,1,2,3,0,-1.0661086493179344,1351
2,0,0,1,3,2,0,1,2,1,3,3,-0.7368568629773994,1360
3,0,0,2,0,0,0,3,1,2,2,0,-0.2725376295498433,1367
3,1,2,1,1,3,0,0,1,3,2,0,-0.5400662794919292,1377
1,2,1,3,2,0,0,3,0,1,2,2,-0.7368568629773994,1385
3,3,2,0,2,1,0,2,2,1,0,0,-0.5400662794919292,1394
3,1,2,3,0,2,1,1,2,0,0,3,-0.5400662794919292,1403
2,2,2,1,0,2,2,2,2,2,2,0,-0.5490812095500952,1411
0,1,0,3,0,1,2,2,2,2,0,2,-0.27253762954984356,1419
1,0,2,1,3,0,0,1,1,0,0,2,-0.5400662794919292,1428
0,0,0,1,0,1,1,3,3,3,1,3,-0.5400662794919292,1436
0,0,0,0,2,2,3,3,1,3,2,2,-0.7368568629773994,1444
3,2,3,1,3,2,2,1,0,2,0,0,-0.5400662794919292,1453
0,1,3,3,0,2,0,1,1,2,0,3,-0.5400662794919292,1461
0,0,2,1,1,1,2,1,2,0,1,0,-0.5400662794919292,1469
0,3,3,1,2,0,3,3,2,1,0,2,-0.5490812095500952,1478
1,1,3,3,0,1,2,2,2,3,3,3,-0.5400662794919292,1487
0,1,2,2,2,2,1,2,1,0,0,0,-0.7368568629773994,1495
3,3,1,1,2,0,3,0,0,2,1,3,-0.5400662794919292,1504
0,1,2,1,2,1,0,1,3,2,1,3,-0.5400662794919292,1513
2,0,1,2,0,2,0,0,2,0,0,1,-0.5490812095500952,1521
0,1,2,1,1,2,0,1,3,0,1,0,-0.8075949294340148,1530
1,0,1,2,3,3,3,1,2,3,0,2,-0.727841932919233,1540
2,0,1,3,2,3,1,2,0,3,2,3,-1.0661086493179344,1550
0,0,0,1,1,2,0,0,0,1,1,0,-0.5400662794919292,1557
3,1,2,0,3,1,2,0,3,3,0,0,-0.7368568629773994,1567
2,1,2,3,3,3,2,3,0,2,1,0,-0.5400662794919292,1576
2,3,2,0,3,1,2,2,0,1,0,2,-0.5400662794919292,1585
1,0,1,3,2,3,0,0,1,2,1,0,-0.5400662794919292,1593
1,1,1,2,3,0,2,1,2,2,2,2,-0.5400662794919292,1603
2,3,3,3,2,1,2,2,0,0,3,3,-0.8075949294340148,1612
3,1,1,0,1,0,1,0,1,3,3,2,-0.5490812095500958,1621
0,0,2,3,2,0,3,3,3,0,2,3,-0.2725376295498433,1629
1,0,1,0,0,0,1,3,0,3,0,3,-0.5400662794919292,1637
2,2,3,3,1,3,1,0,0,1,2,3,-0.2725376295498433,1646
0,3,0,2,0,1,2,3,1,3,3,2,-0.5400662794919292,1655
1,1,1,0,3,3,1,0,3,3,3,3,-0.7458717930355657,1665
2,1,2,3,3,1,1,3,3,0,3,3,-0.5400662794919292,1674
1,1,2,0,2,0,2,1,1,3,0,3,-0.3342607659482927,1683
1,1,1,3,0,0,2,1,2,3,2,2,-0.727841932919233,1692
2,2,1,3,2,2,0,0,0,3,1,3,-0.8075949294340148,1700
3,1,3,2,1,2,0,0,1,3,0,0,-0.8075949294340151,1709
1,2,2,0,2,3,0,1,3,1,1,2,-0.5400662794919292,1719
3,3,1,1,1,0,1,0,1,0,3,2,0.004005950450408635,1728
1,1,1,3,2,1,1,3,3,1,2,1,-0.5400662794919292,1738
2,0,3,0,0,2,0,3,0,1,0,1,-0.27253762954984356,1746
0,0,0,2,1,2,0,2,2,1,3,3,-0.343275696006459,1754
1,1,2,0,2,2,1,2,2,2,0,2,-0.5400662794919292,1763
0,0,0,1,1,3,3,1,1,0,3,0,-0.35229062606462536,1771
0,1,3,2,0,1,1,3,1,3,3,3,-0.5400662794919292,1780
2,1,1,3,1,2,2,2,1,1,1,3,-0.5310513494337629,1790
3,2,2,2,3,1,2,2,2,3,0,1,-0.5400662794919292,1799
0,0,2,0,0,0,0,3,0,2,0,1,-0.5490812095500952,1806
1,1,2,3,1,1,3,2,2,3,1,0,-0.5400662794919292,1816
1,1,1,1,2,1,1,3,2,0,0,2,-0.5400662794919292,1825
0,1,2,1,2,2,0,3,0,0,2,2,-0.27253762954984356,1833
1,3,3,2,1,3,0,1,0,1,0,3,-0.343275696006459,1842
3,2,0,0,3,3,3,0,1,0,0,1,-0.8075949294340151,1851
2,0,3,1,0,0,2,3,2,3,3,1,-0.8075949294340148,1859
3,1,1,0,1,3,3,1,1,1,1,3,-0.35229062606462536,1869
0,1,3,2,1,3,3,1,0,3,2,2,-0.5400662794919292,1878
3,1,0,2,1,3,2,3,1,0,3,3,-0.2725376295498433,1888
3,3,3,1,1,3,2,2,2,3,3,0,-0.3342607659482927,1898
2,1,1,3,2,3,3,2,0,0,0,3,-0.8075949294340148,1907
1,0,3,3,2,1,2,0,3,1,0,3,-0.5400662794919292,1915
1,2,1,2,1,2,3,3,3,0,3,1,-0.5400662794919292,1925
2,0,3,2,3,1,3,3,3,2,3,3,-0.5310513494337629,1934
0,0,3,3,0,0,0,3,0,3,3,0,-0.8075949294340148,1942
1,0,1,1,2,2,3,3,2,3,2,2,-0.5400662794919292,1951
3,3,3,1,3,1,2,1,0,2,3,2,-0.5400662794919292,1961
0,0,2,1,2,1,1,3,3,1,2,3,-0.343275696006459,1970
1,3,2,3,1,2,3,2,1,0,0,3,-0.5490812095500955,1979
2,3,0,1,1,3,0,0,3,2,1,0,-0.5400662794919292,1988
1,3,3,2,1,1,1,0,2,1,0,0,-0.5400662794919292,1997
1,2,3,2,2,1,0,2,1,2,2,1,-0.5400662794919292,2006
3,2,3,1,3,2,2,2,1,0,0,3,-0.5400662794919292,2015
3,3,3,2,3,1,3,1,3,1,0,0,-0.35229062606462536,2025
1,3,0,0,1,3,2,3,2,1,3,2,-0.27253762954984356,2034
0,0,1,1,3,1,0,3,2,3,3,1,-0.5400662794919292,2043
0,0,2,0,0,2,1,2,0,2,0,1,-1.0661086493179344,2050
1,2,0,2,1,3,2,3,3,1,1,2,-0.343275696006459,2060
3,0,2,3,3,1,0,0,2,0,1,3,-0.8075949294340151,2069
0,2,0,2,2,2,2,2,0,3,2,3,-0.27253762954984356,2077
1,2,3,2,1,1,3,2,0,1,3,0,-0.5400662794919292,2087
1,0,0,1,0,3,1,3,0,3,3,2,-0.5400662794919292,2095
1,2,3,3,0,1,1,1,1,2,2,0,-0.5400662794919292,2104
1,3,1,0,1,0,3,1,1,0,1,3,-0.5400662794919292,2113
1,1,1,1,2,0,0,3,0,2,1,0,-0.5400662794919292,2122
0,1,3,1,3,0,0,3,1,1,0,1,-0.5490812095500958,2130
1,1,0,2,2,2,2,1,1,1,2,2,-0.5490812095500955,2140
0,2,1,3,1,0,1,0,2,2,2,2,-0.5490812095500955,2148
1,1,0,1,0,0,1,2,1,3,3,2,-0.5400662794919292,2157
1,0,0,1,3,3,1,3,3,1,2,1,-0.8075949294340148,2167
0,3,2,2,2,3,3,3,0,3,1,0,-0.27253762954984356,2175
0,0,2,3,0,3,2,0,3,1,0,0,-0.2725376295498433,2183
3,0,0,2,2,0,1,1,2,1,2,1,-0.5400662794919292,2192
2,1,0,3,0,1,3,0,0,2,0,3,-0.27253762954984356,2201
1,0,3,3,0,2,3,2,0,2,2,1,-0.8075949294340151,2214
3,0,1,3,3,3,1,2,2,3,2,3,-0.5400662794919292,2224
2,2,3,2,2,2,1,1,1,3,0,0,-0.7368568629773994,2233
1,2,0,3,1,3,2,0,0,2,3,3,-0.2725376295498433,2241
2,3,1,2,1,3,3,0,2,1,1,1,-0.5400662794919292,2252
3,3,0,3,2,3,2,0,3,3,0,1,-0.5400662794919292,2261
1,0,3,2,2,2,1,3,3,2,3,0,-0.2725376295498433,2269
3,2,1,1,1,0,2,3,0,3,2,1,-0.5490812095500955,2278
2,3,3,2,1,1,1,1,3,3,2,1,-0.5400662794919292,2288
1,3,3,1,1,3,1,3,1,2,1,2,-0.5400662794919292,2298
2,0,3,2,0,3,3,2,3,1,1,0,-0.2725376295498433,2307
1,3,3,0,3,2,3,2,1,1,1,1,-1.0661086493179344,2316
1,3,1,1,2,3,2,2,0,1,1,3,-0.5400662794919292,2326
1,2,1,0,3,3,2,3,2,2,3,0,-0.5400662794919292,2335
1,0,0,2,2,2,3,0,0,0,1,2,-0.8075949294340151,2342
2,0,1,0,0,2,2,3,1,1,1,2,-0.5400662794919292,2351
3,1,2,2,2,2,1,3,2,3,0,2,-0.343275696006459,2360
1,0,1,2,2,1,3,3,2,3,3,3,-0.7368568629773994,2369
3,1,3,2,3,3,3,1,2,1,0,3,-0.5400662794919292,2378
3,3,3,0,0,1,2,0,3,3,0,3,-0.5400662794919292,2387
2,0,0,1,1,3,3,3,3,1,1,2,-0.5400662794919292,2396
3,3,0,3,3,3,0,0,3,3,1,1,-0.5400662794919292,2405
0,3,2,1,2,1,0,3,2,3,3,0,-1.0661086493179344,2413
1,0,1,2,1,1,0,1,0,2,3,3,-0.5400662794919292,2422
0,2,0,0,1,1,2,2,3,1,2,1,-1.0661086493179344,2430
1,3,0,1,2,2,3,3,0,0,3,3,-0.343275696006459,2439
2,1,1,2,3,1,0,0,0,1,1,2,-0.5400662794919292,2447
3,0,1,3,3,2,1,1,3,2,1,2,-0.5400662794919292,2456
1,3,0,1,2,2,0,1,1,0,2,1,-0.5400662794919292,2465
1,1,3,0,3,3,3,0,3,2,0,3,-0.5400662794919292,2474
2,1,3,0,3,1,1,3,3,1,3,0,-0.5400662794919292,2483
0,2,0,2,1,0,3,3,0,1,2,3,-0.7368568629773994,2491
1,0,2,3,0,1,2,2,2,2,0,1,-0.5400662794919292,2500
1,1,2,1,0,2,0,3,1,0,2,2,-0.343275696006459,2508
3,3,1,2,2,0,2,0,0,2,2,1,-0.5400662794919292,2516
1,3,2,2,0,2,2,0,0,2,0,2,-0.7368568629773994,2524
0,0,2,0,0,3,2,3,1,3,2,1,-0.7368568629773994,2533
3,3,2,2,1,0,1,0,3,3,3,1,-0.8075949294340151,2542
3,2,3,2,0,2,2,1,1,1,0,0,-0.8075949294340148,2551
2,2,1,3,3,1,0,0,0,1,3,0,-0.8075949294340151,2560
2,3,2,0,1,2,3,3,3,1,0,0,-0.5400662794919292,2569
3,2,1,3,2,1,3,1,3,3,1,2,-0.5400662794919292,2579
2,1,3,2,0,0,2,3,3,3,2,2,-0.5400662794919292,2588
1,0,1,1,3,2,0,0,0,2,2,3,-0.5400662794919292,2596
2,1,3,3,0,1,0,0,3,3,3,2,-0.5400662794919292,2605
1,3,3,2,1,3,2,0,0,1,0,1,-0.343275696006459,2614
3,2,1,3,0,3,3,0,3,1,1,0,-0.5400662794919292,2623
3,3,3,3,1,1,0,0,3,3,2,0,-0.5400662794919292,2632
3,3,2,0,3,1,0,0,3,2,2,0,-0.2725376295498433,2640
3,2,0,0,1,0,0,3,0,1,0,3,-0.5400662794919292,2648
2,2,2,2,1,1,2,3,0,0,1,0,-0.5400662794919292,2656
2,3,3,2,2,3,0,1,2,1,0,3,-0.27253762954984356,2665
0,2,1,0,1,2,2,2,2,0,3,2,-0.5490812095500955,2674
3,2,0,1,1,1,2,1,2,1,1,0,-0.7368568629773994,2683
3,3,1,2,1,0,3,3,2,1,0,0,-0.5400662794919292,2692
0,2,3,1,3,1,3,0,2,0,1,1,-0.5400662794919292,2700
0,2,1,3,1,2,2,2,3,2,2,0,-0.5400662794919292,2709
2,1,3,3,0,0,0,0,1,1,0,1,-0.343275696006459,2717
1,1,2,0,2,1,0,3,3,0,0,1,-0.5400662794919292,2725
1,1,3,3,0,3,2,0,2,1,3,2,-0.5400662794919292,2734
2,1,2,1,2,1,1,1,2,3,2,1,0.004005950450408635,2744
2,1,3,3,3,3,2,3,2,3,1,3,-0.2725376295498433,2753
0,2,2,1,0,0,0,1,1,1,2,1,-0.5400662794919292,2761
3,3,2,2,0,3,3,2,1,2,1,1,-0.5400662794919292,2771
1,1,0,0,3,2,2,1,0,2,3,2,-0.8075949294340148,2779
2,0,1,2,0,1,1,1,2,1,1,1,-0.8075949294340148,2788
1,0,3,1,2,0,0,3,2,2,2,0,-0.8075949294340151,2795
3,3,0,1,0,1,1,1,1,0,1,2,-0.5400662794919292,2804
2,2,0,0,2,1,0,3,1,2,1,3,-0.5400662794919292,2812
2,3,0,0,2,2,3,3,3,3,2,2,-0.5400662794919292,2821
3,1,2,0,0,3,2,2,0,3,3,3,-0.7368568629773994,2830
0,1,3,3,0,3,3,3,1,3,1,0,-0.8075949294340151,2839
2,3,2,1,3,1,2,1,1,1,3,1,-0.5490812095500952,2848
3,0,1,0,3,2,0,1,3,2,2,2,-0.727841932919233,2857
2,3,0,2,0,0,0,2,1,3,1,2,-0.2725376295498433,2866
1,1,1,1,1,0,3,1,1,2,1,1,-0.8075949294340151,2875
1,3,0,0,1,3,0,3,3,1,2,2,-0.343275696006459,2884
0,1,0,1,2,2,2,0,3,0,0,0,-0.5400662794919292,2891
2,2,2,0,3,2,2,2,0,2,1,0,-0.5310513494337629,2900
2,0,0,2,2,0,3,3,1,1,2,0,-0.7368568629773994,2908
2,0,3,1,1,0,0,0,0,3,2,0,-0.5400662794919292,2915
2,2,2,2,2,1,0,0,2,3,1,2,0.004005950450408635,2923
0,0,3,1,1,2,3,0,1,1,2,3,-0.5400662794919292,2932
0,2,1,0,2,0,2,1,1,1,3,3,-0.5400662794919292,2940
0,1,2,3,1,3,3,1,0,2,1,0,-0.343275696006459,2949
1,1,2,2,0,3,1,2,2,0,2,0,-0.5490812095500955,2957
1,3,2,3,0,1,1,1,1,3,0,0,-0.5400662794919292,2966
1,3,2,1,2,3,0,2,3,1,0,0,-0.5400662794919292,2975
2,1,1,1,3,0,0,1,1,1,2,2,-1.0661086493179344,2984
1,2,0,3,3,3,2,2,3,0,3,2,-0.5490812095500952,2992
2,3,0,0,0,2,1,0,3,0,2,2,-0.7368568629773994,3000
3,3,0,2,2,2,0,1,2,1,2,0,-0.5400662794919292,3009
1,1,1,3,3,2,1,2,1,3,2,1,-0.8075949294340148,3018
0,2,1,0,2,1,3,3,1,3,3,2,-0.5400662794919292,3027
3,0,1,3,3,3,0,1,3,2,1,3,-0.5400662794919292,3036
0,0,0,1,2,1,2,2,3,2,1,3,-0.5400662794919292,3045
0,2,1,0,2,3,3,1,1,0,2,0,-0.5400662794919292,3053
